25068597-teodora,"
      Teodora
",Paul I. Wellman,"
  4.16
","

  287
  ratings
","

    53
    reviews
",,Serbian,Serbian,Hardcover,,612 pages,"
            Published
        1966
         by Progres - Novi Sad, Epoha - Zagreb

            
              (first published 1953)
            
","['Fiction', 'Historical', 'Historical Fiction', 'Historical', 'Novels', 'Literature']"
15753060-oleander-girl,"
      Oleander Girl
",Chitra Banerjee Divakaruni,"
  3.70
","

  4,417
  ratings
","

    612
    reviews
","From the bestselling author of One Amazing Thing, a sweeping, suspenseful, atmospheric coming-of-age novel about a young woman who leaves India for America on a search that will transform her life.Beloved by critics and readers, Chitra Banerjee Divakaruni has been hailed by Junot Díaz as a “brilliant storyteller” and by People magazine as a “skilled cartographer of the heart”. Now, Divakaruni returns with her most gripping novel yet.Orphaned at birth, seventeen-year-old Korobi Roy is the scion of a distinguished Kolkata family and has enjoyed a privileged, sheltered childhood with her adoring grandparents. But she is troubled by the silence that surrounds her parents’ death and clings fiercely to her only inheritance from them: the love note she found hidden in her mother's book of poetry. Korobi dreams of one day finding a love as powerful as her parents', and it seems her wish has come true when she meets the charming Rajat, the only son of a high-profile business family.But shortly after their engagement, a heart attack kills Korobi's grandfather, revealing serious financial problems and a devastating secret about Korobi's past. Shattered by this discovery and by her grandparents' betrayal, Korobi undertakes a courageous search across post 9/11 America to find her true identity. Her dramatic, often startling journey will, ultimately, thrust her into the most difficult decision of her life.",1451695659,9781451695656),Hardcover,,289 pages,"
            Published
        March 19th 2013
         by Free Press

      ","['Fiction', 'Cultural', 'India', 'Romance', 'Contemporary']"
24093806,"
      В каждом молчании своя истерика
",Ринат Валиуллин,"
  3.33
","

  21
  ratings
","

    3
    reviews
",,Russian,Russian,Paperback,,224 pages,"
            Published
        2014
         by Антология

      ",[]
7457379-min-kamp-3,"
      Min kamp 3
",Karl Ove Knausgård,"
  4.17
","

  8,368
  ratings
","

    687
    reviews
","MIN KAMP 3 er en roman om barndom. En familie på fire, mor, far og to drenge flytter til et hus i et nybygget villakvarter på Sørlandet. Det er i starten af 1970?erne, børnene er små, forældrene er unge og fremtiden ligger åben for dem. Men på et eller andet tidspunkt begynder den at lukke sig, og tingene ændrer karakter. Hvem eller hvad er det, der ændrer sig? MIN KAMP 3 beskriver verden set med barnet Karl Oves øjne. Børn og voksne lever side om side, men mødes aldrig rigtigt. Venskaber, piger, skolens forunderlige univers og de pludselige og umotiverede stemningsskift i familien observeres og sanses i forsøget på at nå til en forståelse af verden og det, der ligger bag.",9788249507061,9788249507061,Hardcover,1st,422 pages,"
            Published
        2009
         by Forlaget Oktober AS

      ",['Fiction']
1012313,"
      Olivia the Orchid Fairy
",Daisy Meadows,"
  3.75
","

  480
  ratings
","

    15
    reviews
",,1846164613,9781846164613),Paperback,,,"
            Published
        April 1st 2007
         by Orchard (NY)

      ","['Paranormal', 'Fairies', 'Fantasy', 'Childrens', 'Fiction', 'Fantasy', 'Magic', 'Childrens', 'Chapter Books', 'Adventure', 'Childrens', 'Young Readers']"
22616554-anekta,"
      Anekta
",Sinem Sal,"
  3.43
","

  14
  ratings
","

    2
    reviews
","Kime?En çok hayalleri olanlara. Her yere az sonra kalkacakmış gibi gelenlere.Sonra mülk edinmeyenlere, ait olmayanlara, sahip olmayanlara, ırkı ve kavmi bilmeyenlere. Aklını yitirmişlere, apoletlerinden kurtulanlara, iç'e gömenlere, iç'te büyütenlere, öz'e inananlara. Sonra kabuğunu kıranlara. Bir anahtarı ömür boyu aramış da bulunca kuma gömüp kaçmışlara. Yani en çok ve bir tek...Sana.",9786055895334,9786055895334,,,106 pages,"
            Published
        2012
         by Yeni İnsan Yayınevi 

      ",[]
1830986,"
      Prohibido suicidarse en primavera
",Alejandro Casona,"
  3.99
","

  1,510
  ratings
","

    100
    reviews
","Casona, crítico siempre de los males de la sociedad civilizada -del mundo urbano- utiliza el tema del suicidio como telón de fondo del asunto central: la felicidad e infelicidad en dos hermanos, en dos seres a quien el destino se muestra con doble faz, como Jano. La justicia o injusticia nada tiene que ver con el corazón ni con los sentimientos que presiden las relaciones entre los humanos. En la obra todo sirve a una idea central: la exaltación de la vida, el rechazo del suicidio. No hay nada que lo justifique porque fuera está la naturaleza, encarnada en la primavera, con toda su potencia, con toda su savia que reanima los deseos de gozar.",9500303302,9789500303309),Paperback,,86 pages,"
            Published
        December 1st 1992
         by Losada

            
              (first published June 12th 1937)
            
","['Plays', 'Classics', 'Plays', 'Theatre', 'European Literature', 'Spanish Literature']"
25786336-el-reino-de-los-hombres-sin-amor,"
      El reino de los hombres sin amor
",Alfonso Mateo-Sagasta,"
  3.94
","

  16
  ratings
","

    1
    review
","En la España del siglo de Oro, codicia, corrupción, estafa y asesinato han invadido un reino gobernado por tres viudos y un fraile. Entre tanto hombre sin amor, apenas queda sitio para un hombre honrado Otoño de 1615. Un doble enlace por poderes está a punto de unir las coronas de Francia y España en una alianza que pretende ser el germen de la paz en Europa: el de la española Ana de Austria con Luis XIII, rey de Francia, y el de la francesa Isabel de Borbón con el príncipe Felipe. Tras los festejos, ambas damas, seguidas por sus respectivas cortes, emprenderán su camino hasta el paso de Behovia, en la frontera sobre el río Bidasoa, donde se producirá lo que ya se conoce popularmente como «El intercambio de las princesas». Pero Isidoro Montemayor, secretario y amante de la condesa de Cameros, no participa del júbilo general. Un asunto de contrabando de plata pone en peligro a su adorada Micaela y, en consecuencia, también a él. Isidoro, héroe a su pesar, amante contrariado y tenaz investigador, se ve de repente obligado a cambiar la pluma por la espada e intentar conservar la vida en una España donde abundan las puñaladas a traición, tanto en los callejones lóbregos como en las resplandecientes alcobas reales. Con maestría, rigor y una velada ironía, Alfonso Mateo-Sagasta recrea ante nuestros ojos una España marcada por la corrupción y nos brinda esta apasionante aventura de caballeros despechados, damas enamoradas, aunque no bobas, y metales preciosos que unos y otros desean sobre todas las cosas. La crítica ha dicho... «El buen hacer de Isidoro Montemayor, su vis cómica, sus amoríos, su valor y su heroica villanía nos conducen por el lado ameno de la narración, trufada de multitud de anécdotas y de un humor elegante.» Juan Bolea, El Periódico de Aragón «Amor, aventuras y política en una historia trepidante. Una novela como las de antes; un narrador excepcional.» Víctor Andresco, crítico literario y escritor «Un excelente narrador.» Luís Fernández, El Mundo «Mateo-Sagasta, maestro en el género.» Isabel Margarit, Historia y Vida ENGLISH DESCRIPTION With mastery, rigor, and veiled irony, Alfonso Mateo-Sagasta recreates a Spain marked by corruption, and offers us a thrilling adventure of disgruntled knights, lovestruck—but not stupid—women, and precious metals that some desire above all else. Fall, 1615. A double wedding is about to unite the French and Spanish crowns in an alliance that is expected to sow the seed of peace in Europe: that of Anne of Austria with Luis XIII, King of France, and that of Elisabeth of France with Prince Philip. After the festivities, both ladies, followed by their respective courts, set out on the journey to the Behobia Pass, on the border along the Bidasoa River, where what is popularly known as “The Exchange of Princesses” takes place.",//<![CDATA[,Combine,Paperback,,528 pages,"
            Published
        September 15th 2015
         by Debolsillo

            
              (first published May 8th 2014)
            
","['Historical', 'Historical Fiction', 'Novels']"
3479967-through-black-spruce,"
      Through Black Spruce
",Joseph Boyden,"
  4.12
","

  12,959
  ratings
","

    878
    reviews
","A haunting novel about identity, love, and loss by the author of Three Day RoadWill Bird is a legendary Cree bush pilot, now lying in a coma in a hospital in his hometown of Moose Factory, Ontario. His niece Annie Bird, beautiful and self-reliant, has returned from her own perilous journey to sit beside his bed. Broken in different ways, the two take silent communion in their unspoken kinship, and the story that unfolds is rife with heartbreak, fierce love, ancient blood feuds, mysterious disappearances, fires, plane crashes, murders, and the bonds that hold a family, and a people, together. As Will and Annie reveal their secrets-the tragic betrayal that cost Will his family, Annie's desperate search for her missing sister, the famous model Suzanne-a remarkable saga of resilience and destiny takes shape. From the dangerous bush country of upper Canada to the drug-fueled glamour of the Manhattan club scene, Joseph Boyden tracks his characters with a keen eye for the telling detail and a rare empathy for the empty places concealed within the heart. Sure to appeal to readers of Louise Erdrich and Jim Harrison, Through Black Spruce establishes Boyden as a writer of startling originality and uncommon power.",0670020575,9780670020577),Hardcover,,359 pages,"
            Published
        September 9th 2008
         by Viking Books

      ","['Fiction', 'Cultural', 'Canada', 'Historical', 'Historical Fiction']"
17884045-the-planetary-omnibus,"
      The Planetary Omnibus
",Warren Ellis,"
  4.51
","

  1,798
  ratings
","

    212
    reviews
","Planetary has been hailed as a timeless story that turned modern superhero conventions on their heads.Written by Warren Ellis (Transmetropolitan) and with stunning art by John Cassaday (Astonishing X-Men), this critically acclaimed, landmark series took a look at the inter-dimensional peace-keeping force known as Planetary.The trio on the ground includes Elijah Snow, a hundred-year-old man, Jakita Wagner, an extremely powerful woman, and The Drummer, a man with the ability to communicate with machines. Tasked with tracking down evidence of super-human activity, these mystery archaeologists uncover unknown paranormal secrets and histories, such as a World War II supercomputer that can access other universes, a ghostly spirit of vengeance, and a lost island of dying monsters.Collecting: Planetary 1-27, Preview; Planetary/Authority: Ruling the World; Planetary/JLA: Terra Occulta; Planetary/Batman: Night on Earth",1401242383,9781401242381),Hardcover,Omnibus,864 pages,"
            Published
        January 28th 2014
         by DC Comics

            
              (first published December 8th 2011)
            
","['Sequential Art', 'Comics', 'Sequential Art', 'Graphic Novels', 'Science Fiction', 'Fiction']"
100480,"
      Trouble with Trolls
",Jan Brett,"
  4.12
","

  2,936
  ratings
","

    146
    reviews
","Treva's trouble with trolls begins when she climbs Mount Baldy with her dog Tuffi. The trolls who live there long for a dog, and they try to kidnap him. But Treva is brave and quick-thinking. She outwits one troll after another until she reaches the very top of the mountain, where five trolls are waiting--and they want her dog! From underground to mountain peak, Jan Brett's story is filled with adventure and eye-catching detail.",0698117913,9780698117914),Paperback,,32 pages,"
            Published
        October 1st 1999
         by Puffin Books

            
              (first published 1992)
            
","['Childrens', 'Picture Books', 'Childrens', 'Holiday', 'Christmas']"
13456414-a-short-stay-in-hell,"
      A Short Stay in Hell
",Steven L. Peck,"
  4.19
","

  1,907
  ratings
","

    463
    reviews
","An ordinary family man, geologist, and Mormon, Soren Johansson has always believed he’ll be reunited with his loved ones after death in an eternal hereafter. Then, he dies. Soren wakes to find himself cast by a God he has never heard of into a Hell whose dimensions he can barely grasp: a vast library he can only escape from by finding the book that contains the story of his life.In this haunting existential novella, author, philosopher, and ecologist Steven L. Peck explores a subversive vision of eternity, taking the reader on a journey through the afterlife of a world where everything everyone believed in turns out to be wrong.",098374842X,9780983748427),Paperback,,104 pages,"
            Published
        March 23rd 2012
         by Strange Violin Editions

            
              (first published January 1st 2011)
            
","['Fiction', 'Fantasy', 'Religion', 'Horror', 'Philosophy', 'Short Stories', 'Science Fiction']"
25387717-miss-peregrine-s-peculiar-children-boxed-set,"
      Miss Peregrine's Peculiar Children Boxed Set
",Ransom Riggs,"
  4.42
","

  2,739
  ratings
","

    122
    reviews
","The New York Times #1 best selling series Includes 3 hardcover novels by Ransom Riggs and 12 collectible peculiar photographs.  The movie adaptation of Miss Peregrine’s Home for Peculiar Children is in theaters December 2016.  Together for the first time, here is the #1 New York Times best seller Miss Peregrine's Home for Peculiar Children and its two sequels, Hollow City and the (newly released) Library of Souls. All three hardcovers are packaged in a beautifully designed slipcase. Also included: a special collector's envelope of twelve peculiar photographs, highlighting the most memorable moments of this extraordinary three-volume fantasy.   MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN: A mysterious island. An abandoned orphanage. A strange collection of very curious photographs. It all waits to be discovered in this groundbreaking novel, which mixes fiction and photography in a thrilling new kind of reading experience. As our story opens, a horrific family tragedy sets sixteen-year-old Jacob Portman journeying to a remote island off the coast of Wales, where he discovers the crumbling ruins of Miss Peregrine's Home for Peculiar Children.    HOLLOW CITY: September 3, 1940. Ten peculiar children flee an army of deadly monsters. And only one person can help them—but she's trapped in the body of a bird. The extraordinary adventure continues as Jacob Portman and his newfound friends journey to London, the peculiar capital of the world. There, they hope to find a cure for their beloved headmistress, Miss Peregrine. But in this war-torn city, hideous surprises lurk around every corner.   LIBRARY OF SOULS: A boy, a girl, and a talking dog. They're all that stands between the sinister wights and the future of peculiar children everywhere. Jacob Portman ventures through history one last time to rescue the peculiar children from a heavily guarded fortress. He's joined by girlfriend and firestarter Emma Bloom, canine companion Addison MacHenry, and some very unexpected allies.",//<![CDATA[,Combine,Hardcover,,1152 pages,"
            Published
        October 20th 2015
         by Quirk Books

      ","['Fantasy', 'Young Adult', 'Fiction']"
