n,title,author,rating,num_ratings,num_reviews,descrip,isbn,isbn13,binding,edition,pages,published_on,genres
3125836-chateau-of-flowers,"
      Chateau of Flowers
",Margaret Rome,"
  3.91
","

  194
  ratings
","

    39
    reviews
",,0708923402,9780708923405),Hardcover,Large Print,0 pages,"
            Published
        December 1st 1990
         by Ulverscroft

            
              (first published 1971)
            
","['Romance', 'Category Romance', 'Harlequin', 'Fiction', 'Contemporary', 'Harlequin', 'Harlequin Romance']"
36213268-love-and-werewolves,"
      Love and Werewolves
",Cate Farren,"
  4.07
","

  15
  ratings
","

    5
    reviews
","A vampire and a werewolf, both exiles, find love in 1980 America.Alanna, a vampire, has lived on her own in a cabin in the woods for 150 years. She prefers her solitude.One day an injured werewolf, Valko, lands on her doorstep. As she nurses him back to health she finds herself falling in love.But there are forces out there working against them, and secrets that could tear their world apart...*This paranormal romance is part of the Vampire Inheritance Saga universe, though you don't have to have read ant of those to enjoy this as this novel is a prequel.*Love and Werewolves is part of the Venom & Vampires: A Limited Edition Paranormal Romance and Urban Fantasy Collection",,9780708923405),,,,,"['Fantasy', 'Paranormal']"
7693839-de-complete-avonturen-van-sherlock-holmes,"
      De complete avonturen van Sherlock Holmes: deel 1
",Arthur Conan Doyle,"
  4.27
","

  7,507
  ratings
","

    6
    reviews
",,Dutch,Dutch,Paperback,,189 pages,"
            Published
        December 15th 2006
         by Classic Press publishing

            
              (first published 1998)
            
","['Classics', 'Mystery', 'Fiction', 'Mystery', 'Detective', 'Mystery', 'Crime']"
170226,"
      To Play the Fool
",Laurie R. King,"
  3.88
","

  3,665
  ratings
","

    205
    reviews
","Celebrated author Laurie R. King dazzles mystery lovers once again in this, her second Kate Martinelli mystery. The story unfolds as a band of homeless people cremate a beloved dog in San Francisco's Golden Gate Park. When it comes to incidents like this, the authorities are willing to overlook a few broken regulations. But three weeks later, after the dog's owner gets the same fiery send-off, the SFPD knows it has a serious problem on its hands. Other than the fact that they're dealing with a particularly grisly homicide, Inspector Kate Martinelli and her partner, Al Hawkin, have little else to go on. They have a homeless victim without a positive ID, a group of witnesses who have little love for the cops, and a possible suspect, known only as Brother Erasmus. Kate learns that Erasmus is well-acquainted with the park's homeless and with the rarefied atmosphere of Berkeley's Graduate Theological Union, yet he remains an enigma to all. It's apparent that he is by no means crazy—but he is a fool.  Kate begins the frustrating task of interrogating a man who communicates only through quotations. Trying to learn something of his history leads her along a twisting road to a disbanded cult, long-buried secrets, the thirst for spirituality, and the hunger for bloody vengeance.",0553574558,9780553574555),Mass Market Paperback,,286 pages,"
            Published
        May 1st 1996
         by Crimeline

            
              (first published February 1st 1995)
            
","['Mystery', 'Fiction', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller']"
67890,"
      The Archetypes and the Collective Unconscious
",C.G. Jung,"
  4.31
","

  4,538
  ratings
","

    108
    reviews
",,0691097615,9780691097619),Hardcover,,550 pages,"
            Published
        January 1st 1969
         by Princeton University Press (NJ)

            
              (first published 1959)
            
","['Psychology', 'Philosophy', 'Nonfiction', 'Classics']"
25795314-the-red-door-inn,"
      The Red Door Inn
",Liz Johnson,"
  4.01
","

  4,696
  ratings
","

    400
    reviews
","Marie Carrington is running from a host of bad memories. Broke and desperate, she's hoping to find safety and sanctuary on Prince Edward Island, where she reluctantly agrees to help decorate a renovated bed-and-breakfast before it opens for prime tourist season.Seth Sloane didn't move three thousand miles to work on his uncle's B&B so he could babysit a woman with a taste for expensive antiques and a bewildering habit of jumping every time he brushes past her. He came to help restore the old Victorian--and to forget about the fiancée who broke his heart.The only thing Marie and Seth agree on is that getting the Red Door Inn ready to open in just three months will take everything they've got. Can these two wounded souls find hope, healing, and perhaps a bit of romance on this beautiful island?Step into the Red Door Inn, a lovely home away from home tucked along the north shore of fabled Prince Edward Island. It's a place where the wounded come to heal, the broken find forgiveness, and the lonely find a family. Won't you stay for the season?",English,English,Paperback,,336 pages,"
            Published
        March 1st 2016
         by Revell

            
              (first published February 23rd 2016)
            
","['Romance', 'Christian Fiction', 'Christian', 'Contemporary', 'Fiction', 'Romance', 'Contemporary Romance']"
15802822-ordinary-grace,"
      Ordinary Grace
",William Kent Krueger,"
  4.17
","

  66,159
  ratings
","

    8,553
    reviews
","From New York Times bestselling author William Kent Krueger comes a brilliant new novel about a young man, a small town, and murder in the summer of 1961.New Bremen, Minnesota, 1961. The Twins were playing their debut season, ice-cold root beers were at the ready at Halderson’s Drug Store soda counter, and Hot Stuff comic books were a mainstay on every barbershop magazine rack. It was a time of innocence and hope for a country with a new, young president. But for thirteen-year-old Frank Drum it was a summer in which death assumed many forms.When tragedy unexpectedly comes to call on his family, which includes his Methodist minister father, his passionate, artistic mother, Juilliard-bound older sister, and wise-beyond-his years kid brother, Frank finds himself thrust into an adult world full of secrets, lies, adultery, and betrayal.On the surface, Ordinary Grace is the story of the murder of a beautiful young woman, a beloved daughter and sister. At heart, it’s the story of what that tragedy does to a boy, his family, and ultimately the fabric of the small town in which he lives. Told from Frank’s perspective forty years after that fateful summer, it is a moving account of a boy standing at the door of his young manhood, trying to understand a world that seems to be falling apart around him. It is an unforgettable novel about discovering the terrible price of wisdom and the enduring grace of God.",1451645864,9781451645866),ebook,,320 pages,"
            Published
        March 26th 2013
         by Atria Books

            
              (first published 2013)
            
","['Fiction', 'Mystery', 'Historical', 'Historical Fiction', 'Young Adult', 'Coming Of Age', 'Book Club']"
320861,"
      Howard Hughes: His Life and Madness
",Donald L. Barlett,"
  3.90
","

  1,095
  ratings
","

    82
    reviews
",,0393326020,9780393326024),Paperback,,688 pages,"
            Published
        September 17th 2004
         by W. W. Norton  Company

            
              (first published 1979)
            
","['Biography', 'Nonfiction', 'History', 'Business']"
3858,"
      Holy Cow: An Indian Adventure
",Sarah Macdonald,"
  3.53
","

  15,836
  ratings
","

    1,162
    reviews
","In her twenties, journalist Sarah Macdonald backpacked around India and came away with a lasting impression of heat, pollution and poverty. So when an airport beggar read her palm and told her she would return to India—and for love—she screamed, “Never!” and gave the country, and him, the finger.But eleven years later, the prophecy comes true. When the love of Sarah’s life is posted to India, she quits her dream job to move to the most polluted city on earth, New Delhi. For Sarah this seems like the ultimate sacrifice for love, and it almost kills her, literally. Just settled, she falls dangerously ill with double pneumonia, an experience that compels her to face some serious questions about her own fragile mortality and inner spiritual void. “I must find peace in the only place possible in India,” she concludes. “Within.” Thus begins her journey of discovery through India in search of the meaning of life and death.Holy Cow is Macdonald’s often hilarious chronicle of her adventures in a land of chaos and contradiction, of encounters with Hinduism, Islam and Jainism, Sufis, Sikhs, Parsis and Christians and a kaleidoscope of yogis, swamis and Bollywood stars. From spiritual retreats and crumbling nirvanas to war zones and New Delhi nightclubs, it is a journey that only a woman on a mission to save her soul, her love life—and her sanity—can survive.",0767915747,9780767915748),Paperback,,304 pages,"
            Published
        April 13th 2004
         by Broadway Books

            
              (first published January 1st 2002)
            
","['Travel', 'Nonfiction', 'Cultural', 'India', 'Autobiography', 'Memoir', 'Biography']"
9483974-die-schlacht-um-das-labyrinth,"
      Die Schlacht um das Labyrinth
",Rick Riordan,"
  4.39
","

  651,369
  ratings
","

    16,759
    reviews
","Die Armee des Kronos wird immer stärker! Nun ist auch Camp Half-Blood nicht mehr vor ihr sicher, denn das magische Labyrinth des Dädalus hat einen geheimen Ausgang mitten im Camp. Nicht auszudenken, was passiert, wenn der Titan und seine Verbündeten den Weg dorthin finden! Percy und seine Freunde müssen das unbedingt verhindern. Unerschrocken treten sie eine Reise ins Unbekannte an, hinunter in das unterirdische Labyrinth, das ständig seine Form verändert. Und hinter jeder Biegung lauern neue Gefahren ...",3551554390,9783551554390),Hardcover,,432 pages,"
            Published
        January 12th 2011
         by Carlsen

            
              (first published March 6th 2008)
            
","['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction']"
15759604,"
      چنین گفت زرتشت
",Friedrich Nietzsche,"
  4.06
","

  95,597
  ratings
","

    2,927
    reviews
",کتاب‌هایی هستند که اگر کسی با آن‌ها چنان‌که باید سر کند، یعنی جان‌مایه‌ی اندیشه‌ی آن‌ها را زندگانی کند، نقشی ناستردنی بر روان آدمی می‌گذارند، زیرا سر و کار آن‌ها با جان آدمی‌ست. این‌گونه کتاب‌ها نه معلومات‌اند که عقل آدمی را خوراک دهند، نه ادبیات که حس و عاطفه را برانگیزانند، بلکه جان آدمی را بیدار می‌کنند و با او در سخن می‌آیند. جان آدمی برتر از عقل و احساس اوست و آن گره‌گاهی‌ست که در آن عقل و احساس با هم می‌آمیزند و به مرتبه‌ای والاتر برکشیده می‌شوند. و در آن مرتبه است که جانِ بیدار پدیدار می‌شود که با جهان از درِ سخن درمی‌آید و مشکل او نه چیزهای گذرای جهان و روزمرّگی زندگی، بلکه مسئله‌ی جاودانگی و بی‌کرانگی‌ست؛ راز هستی‌ست. چنین کتاب‌هایی می‌خواهند دری به روی جاودانگی و بی‌کرانگی باشند و انسان را از تنگنای جهان روزمرّه‌ی احساس و کوته‌بینیِ عقل خودبنیاد برهانند. کتاب‌های مقدس چنین‌اند. کسی به جان‌مایه‌ی کلام‌شان راه می‌برد که جان‌اش در پرتوِ آن کلام به روی جاودانگی و بی‌کرانگی گشوده شده باشد. چنین گفت زرتشت نیز چنین کتابی‌ست.,9643290158,9789643290153),Paperback,,383 pages,"
            Published
        2005
         by آگه

            
              (first published 1883)
            
","['Philosophy', 'Classics', 'Nonfiction', 'European Literature', 'German Literature', 'Literature', 'Religion', 'Unfinished', 'Literature', '19th Century', 'Poetry', 'Psychology']"
32987582-never-fade,"
      Never Fade
",Alexandra Bracken,"
  4.28
","

  68,823
  ratings
","

    6,347
    reviews
","Ruby never asked for the abilities that almost cost her her life. Now she must call upon them on a daily basis, leading dangerous missions to bring down a corrupt government and breaking into the minds of her enemies. Other kids in the Children’s League call Ruby “Leader”, but she knows what she really is: a monster. When Ruby is entrusted with an explosive secret, she must embark on her most dangerous mission yet: leaving the Children’s League behind. Crucial information about the disease that killed most of America’s children—and turned Ruby and the others who lived into feared and hated outcasts—has survived every attempt to destroy it. But the truth is only saved in one place: a flashdrive in the hands of Liam Stewart, the boy Ruby once believed was her future—and who now wouldn’t recognize her. As Ruby sets out across a desperate, lawless country to find Liam—and answers about the catastrophe that has ripped both her life and America apart—she is torn between old friends and the promise she made to serve the League. Ruby will do anything to protect the people she loves. But what if winning the war means losing herself?",1786540223,9781786540225),Paperback,,560 pages,"
            Published
        November 17th 2016
         by Quercus Children's Books

            
              (first published October 15th 2013)
            
","['Science Fiction', 'Dystopia', 'Young Adult', 'Fantasy']"
7179261-caressed-by-ice,"
      Caressed by Ice
",Nalini Singh,"
  4.32
","

  31,166
  ratings
","

    1,635
    reviews
","As an Arrow, an elite soldier in the Psy Council ranks, Judd Lauren was forced to do terrible things in the name of his people. Now a defector, his dark abilities have made him the most deadly of assassins - cold, pitiless, unfeeling. Until he meets Brenna . . .Brenna Shane Kincaid was an innocent before she was abducted - and had her mind violated - by a serial killer. Her sense of evil runs so deep, she fears she could become a killer herself. Then the first dead body is found, victim of a familiar madness. Judd is her only hope, yet her sensual changeling side rebels against the inhuman chill of his personality, even as desire explodes between them. Shocking and raw, their passion is a danger that threatens not only their hearts, but their very lives . . .",English,English,Paperback,,384 pages,"
            Published
        2010
         by Gollancz

            
              (first published September 4th 2007)
            
","['Romance', 'Paranormal Romance', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Shapeshifters']"
33857632-letters-to-the-lost,"
      Letters to the Lost
",Brigid Kemmerer,"
  4.36
","

  16,086
  ratings
","

    2,889
    reviews
","Juliet Young always writes letters to her mother, a world-traveling photojournalist. Even after her mother's death, she leaves letters at her grave. It's the only way Juliet can cope.Declan Murphy isn't the sort of guy you want to cross. In the midst of his court-ordered community service at the local cemetery, he's trying to escape the demons of his past.When Declan reads a haunting letter left beside a grave, he can't resist writing back. Soon, he's opening up to a perfect stranger, and their connection is immediate. But neither Declan nor Juliet knows that they're not actually strangers. When life at school interferes with their secret life of letters, sparks will fly as Juliet and Declan discover truths that might tear them apart.",140888352X,9781408883525),Paperback,,393 pages,"
            Published
        April 6th 2017
         by Bloomsbury Children's

            
              (first published April 4th 2017)
            
","['Contemporary', 'Young Adult', 'Romance']"
15811495-touch-go,"
      Touch & Go
",Lisa Gardner,"
  4.06
","

  27,004
  ratings
","

    2,483
    reviews
","#1 New York Times bestseller Lisa Gardner, author of  Catch Me  and  Love You More,  returns with a heart-thumping thriller about what lurks behind the facade of a perfect family.This is my family:  Vanished without a trace…Justin and Libby Denbe have the kind of life that looks good in the pages of a glossy magazine. A beautiful fifteen-year old daughter, Ashlyn. A gorgeous brownstone on a tree-lined street in Boston’s elite Back Bay neighborhood. A great marriage, admired by friends and family.  A perfect life.This is what I know:  Pain has a flavor…When investigator Tessa Leoni arrives at the crime scene in the Denbes’ home, she finds scuff marks on the floor and Taser confetti in the foyer.  The family appears to have been abducted, with only a pile of their most personal possessions remaining behind.  No witnesses, no ransom demands, no motive.  Just an entire family, vanished without a trace.This is what I fear:  The worst is yet to come…Tessa knows better than anyone that even the most perfect façades can hide the darkest secrets.  Now she must race against the clock to uncover the Denbes’ innermost dealings, a complex tangle of friendships and betrayal, big business and small sacrifices. Who would want to kidnap such a perfect little family?  And how far would such a person be willing to go?This is the truth:  Love, safety, family…it is all touch and go.",English,English,Hardcover,,423 pages,"
            Published
        February 5th 2013
         by Dutton

            
              (first published February 1st 2013)
            
","['Mystery', 'Thriller', 'Suspense', 'Fiction', 'Thriller', 'Mystery Thriller', 'Mystery', 'Crime']"
27860802-the-protector,"
      The Protector
",Jodi Ellen Malpas,"
  3.86
","

  12,713
  ratings
","

    1,658
    reviews
","People think they have Camille Logan nailed: daddy's girl; beautiful, spoiled young woman with her father's bank balance to fund her lifestyle. But Camille is determined to have a life free from his strings. Out on her own, she's made mistakes, including one that found her clawing her way back after a stint in rehab and plenty of bad press. Now, after fighting so hard to be independent and happy, she finds her life threatened as a result of her father's ruthless business dealings. Caught between resentment and fear, Camille prepares herself for the measures her father will take to protect her. But nothing could prepare her for the ex-SAS sniper who crashes into her life.Jake Sharp resides in his own personal hell. He was distracted from duty once before, and the consequences were devastating--both personally and professionally. He vowed never to let that happen again. Accepting the job of bodyguard to Camille Logan isn't the kind of distraction from his demons he should take. Women and Jake don't mix well, yet protecting the heiress seems the lesser of two evils. But Jake soon discovers that she isn't the woman she's perceived to be. She's warm, compassionate, her presence settling, and his duty to protect her soon goes deeper than a well-paid job, no matter how hard he fights it. He needs absolution. He comes to need Camille. But he knows he can't have both.",B018GWS45G,B018GWS45G,Kindle Edition,,384 pages,"
            Published
        September 6th 2016
         by Forever

      ","['Romance', 'Romance', 'Contemporary Romance', 'Contemporary', 'Romance', 'Romantic Suspense']"
34836596-the-line,"
      The Line
",Amie Knight,"
  4.38
","

  997
  ratings
","

    269
    reviews
",,English,English,Kindle Edition,,257 pages,"
            Published
        May 23rd 2017
        

            
              (first published May 21st 2017)
            
","['Westerns', 'Romance', 'Romance', 'Contemporary Romance', 'Contemporary']"
20911660-the-shadow-prince,"
      The Shadow Prince
",Bree Despain,"
  3.86
","

  3,914
  ratings
","

    467
    reviews
","Haden Lord, the disgraced prince of the Underrealm, has been sent to the mortal world to entice a girl into returning with him to the land of the dead. Posing as a student at Olympus Hills High—a haven for children of the rich and famous—Haden must single out the one girl rumored to be able to restore immortality to his race. Daphne Raines has dreams much bigger than her tiny southern Utah town, so when her rock star dad suddenly reappears, offering her full tuition to Olympus Hills High’s prestigious music program, she sees an opportunity to catch the break she needs to make it as a singer. But upon moving into her estranged father’s mansion in California, and attending her glamorous new school, Daphne soon realizes she isn’t the only student in Olympus who doesn’t quite belong. Haden and Daphne—destined for each other—know nothing of the true stakes their fated courtship entails.  As war between the gods brews, the teenagers’ lives collide. But Daphne won’t be wooed easily and when it seems their prophesied link could happen, Haden realizes something he never intended—he’s fallen in love. Now to save themselves, Haden and Daphne must rewrite their destinies. But as their destinies change, so do the fates of both their worlds. A pulsating romance of epic proportions, Bree Despain’s The Shadow Prince will leave her fans breathless for the next book in the Into The Dark series.  ",B00F8EYFHW,B00F8EYFHW,Kindle Edition,,496 pages,"
            Published
        March 11th 2014
         by EgmontUSA

      ","['Fantasy', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Young Adult Fantasy']"
36553261-cr-nicas-marcianas,"
      Crónicas marcianas
",Ray Bradbury,"
  4.14
","

  189,496
  ratings
","

    6,848
    reviews
","Esta colección de relatos recoge la crónica de la colonización de Marte por parte de una humanidad que huye de un mundo al borde de la destrucción. Los colonos llevan consigo sus deseos más íntimos y el sueño de reproducir en el Planeta Rojo una civilización de perritos calientes, cómodos sofás y limonada en el porche al atardecer. Pero su equipaje incluye también los miedos ancestrales, que se traducen en odio a lo diferente, y las enfermedades que diezmarán a los marcianos. Conforme a su concepción de lo que debe ser la ciencia ficción, Bradbury se traslada al futuro para iluminar el presente y explorar la naturaleza humana. Escritas en la década de los cuarenta, estas deslumbrantes e intensas historias constituyen un canto contra el racismo, la guerra y la censura, destilando nostalgia e idealismo.Ray Bradbury se consolidó como escritor con esta obra, ahora un clásico de las letras norteamericanas, con su estilo rico, inmediato y conmovedor, que le ha valido el apelativo de poeta de la ciencia ficción",Spanish,Spanish,Hardcover,,351 pages,"
            Published
        June 2017
        

            
              (first published 1949)
            
","['Science Fiction', 'Fiction', 'Classics', 'Short Stories']"
327063,"
      Hide and Seek
",Jane McFann,"
  3.69
","

  158
  ratings
","

    20
    reviews
",,0590603876,9780590603874),Paperback,,201 pages,"
            Published
        September 1st 1995
         by Scholastic

            
              (first published January 1st 1995)
            
","['Young Adult', 'Horror', 'Young Adult', 'Teen']"
13276452-act-like-a-lady-do-not-think-like-a-man,"
      Act Like a Lady, Do Not Think Like a Man: The True Measure of How Men and Women View Love, Intimacy, Relationships and Faith
",Raymond Sturgis,"
  3.35
","

  34
  ratings
","

    2
    reviews
",,English,English,Paperback,,88 pages,"
            Published
        December 20th 2011
         by Createspace Independent Publishing Platform

      ",[]
8715,"
      Palimpsest
",Gore Vidal,"
  3.99
","

  1,584
  ratings
","

    108
    reviews
",,0140260897,9780140260892),Paperback,,448 pages,"
            Published
        September 1st 1996
         by Penguin Books

            
              (first published 1995)
            
","['Autobiography', 'Memoir', 'Biography', 'Nonfiction', 'Biography Memoir', 'Biography', 'Autobiography']"
