38102225-ember-rising,"
      Ember Rising
",S.D.   Smith,"
  4.64
","

  1,263
  ratings
","

    183
    reviews
",,0999655329,9780999655320),Paperback,,448 pages,"
            Published
        March 8th 2018
         by Story Warren Books

            
              (first published March 2018)
            
","['Fantasy', 'Fiction', 'Audiobook', 'Childrens']"
29430824-hidden-bodies,"
      Hidden Bodies
",Caroline Kepnes,"
  3.76
","

  32,607
  ratings
","

    4,463
    reviews
","THE RIVETING SEQUEL TO THE HIT BOOK YOU, NOW A NETFLIX SERIES“Kepnes hits the mark, cuts deep, and twists the knife.” —Entertainment Weekly“Delicious and insane...The plot may be twisty and scintillating, but its Kepnes’s wit and style that keep you coming back.” —Lena Dunham“Hypnotic and scary.” —Stephen King“Obsessed.” —Jessica Knoll, New York Times bestselling author of Luckiest Girl AliveIn the compulsively readable sequel to her widely acclaimed debut novel, You, Caroline Kepnes weaves a tale that Booklist calls “the love child of Holden Caulfield and Patrick Bateman.”Joe Goldberg is no stranger to hiding bodies. In the past ten years, this thirty-something has buried four of them, collateral damage in his quest for love. Now he’s heading west to Los Angeles, the city of second chances, determined to put his past behind him.In Hollywood, Joe blends in effortlessly with the other young upstarts. He eats guac, works in a bookstore, and flirts with a journalist neighbor. But while others seem fixated on their own reflections, Joe can’t stop looking over his shoulder. The problem with hidden bodies is that they don’t always stay that way. They re-emerge, like dark thoughts, multiplying and threatening to destroy what Joe wants most: true love. And when he finds it in a darkened room in Soho House, he’s more desperate than ever to keep his secrets buried. He doesn’t want to hurt his new girlfriend—he wants to be with her forever. But if she ever finds out what he’s done, he may not have a choice…",1476785635,9781476785639),Paperback,,442 pages,"
            Published
        November 1st 2016
         by Atria/Emily Bestler Books

            
              (first published January 14th 2016)
            
","['Thriller', 'Fiction', 'Mystery', 'Contemporary']"
17382805-extraordin-rio,"
      Extraordinário
",R.J. Palacio,"
  4.45
","

  611,375
  ratings
","

    61,484
    reviews
","August Pullman nasceu com uma síndrome genética cuja sequela é uma severa deformidade facial, que lhe impôs diversas cirurgias e complicações médicas. Por isso ele nunca frequentou uma escola de verdade… até agora. Todo mundo sabe que é difícil ser um aluno novo, mais ainda quando se tem um rosto tão diferente. Prestes a começar o quinto ano em um colégio particular de Nova York, Auggie tem uma missão nada fácil pela frente: convencer os colegas de que, apesar da aparência incomum, ele é um menino igual a todos os outros.",8580573017,9788580573015),Paperback,1a Edição,320 pages,"
            Published
        February 9th 2013
         by Intrínseca

            
              (first published February 14th 2012)
            
","['Young Adult', 'Fiction', 'Realistic Fiction', 'Contemporary', 'Childrens', 'Middle Grade']"
30970773-flawed---wie-perfekt-willst-du-sein,"
      Flawed - Wie perfekt willst du sein?
",Cecelia Ahern,"
  4.11
","

  20,913
  ratings
","

    3,181
    reviews
","Celestines Leben scheint perfekt: Sie ist schön, bei allen beliebt und hat einen unglaublich süßen Freund.Doch dann handelt sie in einem entscheidenden Moment aus dem Bauch heraus. Und bricht damit alle Regeln. Sie könnte im Gefängnis landen oder gebrandmarkt werden – verurteilt als Fehlerhafte. Denn Fehler sind in ihrer Welt nicht erlaubt. Nichts geht über die Perfektion. Auch nicht die Menschlichkeit. Jetzt muss sie kämpfen – um ihre eigene Zukunft und um ihre große Liebe.",3841422357,9783841422354),Hardcover,,464 pages,"
            Published
        September 29th 2016
         by FISCHER FJB

            
              (first published March 24th 2016)
            
","['Young Adult', 'Science Fiction', 'Dystopia']"
18753178-canarino,"
      Canarino
",Katherine Bucknell,"
  3.68
","

  31
  ratings
","

    6
    reviews
","What price perfection?David is an American investment banker living in London; Elizabeth, his wife, is a woman of peerless beauty and refinement. They have two children; their marriage seems perfect. Why does she want him to retire and move home to America? One summer evening, David, alone in their empty mansion, receives a phone call from a long-lost friend. So begins a tale about friendship, marriage, and betrayal that is filled with unexpected reversals.Canarino is a portrait of intimate relationships set in a world of privilege and achievement. Its characters possess personal gifts in dazzling abundance, yet their appetites to succeed, to be exceptional, tempt them to risk everything. What is the cost for the heart of seeking perfection?In Katherine Bucknell’s first novel, beauty and passion are stalked by desolation. Like the drink of the title—boiling water over a twist of lemon peel—the prose has a sharp, delicate clarity. Beneath its polished surface lie psychological depths both uncanny and haunting. Canarino is a novel that lingers in the mind, a remarkable debut.",,,Kindle Edition,,352 pages,"
            Published
        November 1st 2014
         by Odyssey Editions

            
              (first published 2004)
            
",[]
23492,"
      The Dharma Bums
",Jack Kerouac,"
  3.92
","

  76,417
  ratings
","

    2,679
    reviews
",,0143039601,9780143039600),Paperback,Penguin Classics Deluxe Edition,187 pages,"
            Published
        April 5th 2007
         by Penguin Classics

            
              (first published 1958)
            
","['Fiction', 'Classics', 'Literature', 'Novels']"
42186465-good-vibes-good-life,"
      Good Vibes, Good Life: How Self-Love Is the Key to Unlocking Your Greatness
",Vex King,"
  4.48
","

  594
  ratings
","

    66
    reviews
","A beautifully designed book full of inspiring quotes and tried-and-tested wisdom on using positivity to create a life you love.How can you learn to truly love yourself? How can you transform negative emotions into positive ones? Is it possible to find lasting happiness?In this book, Instagram guru Vex King answers all of these questions and more. Vex overcame adversity to become a source of hope for thousands of young people, and now draws from his personal experience and his intuitive wisdom to inspire you to:  *  practice self-care, overcome toxic energy and prioritize your wellbeing  *  cultivate positive lifestyle habits, including mindfulness and meditation  *  change your beliefs to invite great opportunities into your life  *  manifest your goals using tried-and-tested techniques  *  overcome fear and flow with the Universe  *  find your higher purpose and become a shining light for othersWith this book, Vex will show you that when you change the way you think, feel, speak and act, you begin to change the world.",,,Kindle Edition,,285 pages,"
            Published
        December 4th 2018
         by Hay House UK

      ","['Self Help', 'Nonfiction', 'Self Help', 'Personal Development', 'Spirituality']"
36323316-la-vita-segreta,"
      La vita segreta: Tre storie vere dell'era digitale
",Andrew O'Hagan,"
  3.71
","

  400
  ratings
","

    68
    reviews
","Sempre più spesso usiamo con disinvoltura parole e nomi di cui pochissimo sappiamo. Bitcoin, ad esempio. Che cosa sono? Chi è Satoshi Nakamoto, l'individuo – o l'oscura entità collettiva – che li ha inventati? E perché li ha inventati? Che cos'è il dark web, e cosa significa «viverci» dentro? Che cos'ha veramente fatto, Julian Assange? E chi è? Per trovare le prime risposte serviva uno scrittore puro, qualcuno cioè disposto a partire per un viaggio senza mappa, provvisto di un'arma ancora efficace: una qualche confidenza con il romanzesco. Qualcuno come Andrew O'Hagan, insomma. O'Hagan è sceso davvero negli abissi largamente sconosciuti della rete. E al suo ritorno, come un esploratore vittoriano, ha steso tre relazioni estremamente accurate, che anche quando sembrano sul punto di sconfinare nella farsa – come nel caso dell'abortita collaborazione con Assange – sono in realtà altrettanti racconti del terrore. Di cui si ha da subito la sensazione, però, di non potere fare a meno.",884593215X,9788845932151),Paperback,La collana dei casi,222 pages,"
            Published
        October 19th 2017
         by Adelphi

            
              (first published June 8th 2017)
            
","['Nonfiction', 'Writing', 'Essays', 'Science', 'Technology', 'Biography', 'History', 'Science']"
33158544-greetings-from-witness-protection,"
      Greetings from Witness Protection!
",Jake Burt,"
  4.28
","

  2,292
  ratings
","

    497
    reviews
","A funny and poignant debut middle-grade novel about a foster-care girl who is placed with a family in the witness protection program, and finds that hiding in plain sight is complicated and dangerous.Nicki Demere is an orphan and a pickpocket. She also happens to be the U.S. Marshals’ best bet to keep a family alive. . . .The marshals are looking for the perfect girl to join a mother, father, and son on the run from the nation’s most notorious criminals. After all, the bad guys are searching for a family with one kid, not two, and adding a streetwise girl who knows a little something about hiding things may be just what the marshals need.Nicki swears she can keep the Trevor family safe, but to do so she’ll have to dodge hitmen, cyberbullies, and the specter of standardized testing, all while maintaining her marshal-mandated B-minus average. As she barely balances the responsibilities of her new identity, Nicki learns that the biggest threats to her family’s security might not lurk on the road from New York to North Carolina, but rather in her own past.",1250107113,9781250107114),Hardcover,,368 pages,"
            Published
        October 3rd 2017
         by Feiwel & Friends

      ","['Childrens', 'Middle Grade', 'Realistic Fiction', 'Young Adult', 'Adventure', 'Family', 'Fiction']"
312435,"
      So Far from God
",Ana Castillo,"
  3.88
","

  3,167
  ratings
","

    228
    reviews
",,0393326934,9780393326932),Paperback,,256 pages,"
            Published
        June 17th 2005
         by W. W. Norton  Company

            
              (first published 1993)
            
","['Fiction', 'Magical Realism', 'Fantasy', 'Contemporary', 'Novels', 'Literature']"
784803,"
      Bed Number Ten
",Sue Baier,"
  4.04
","

  430
  ratings
","

    58
    reviews
","A patient's personal view of long term care.Seen through the eyes of a patient totally paralyzed with Guillain-Barr� syndrome, this moving book takes you through the psychological and physical pain of an eleven month hospital stay. BED NUMBER TEN reads like a compelling novel, but is entirely factual.You will meet:The ICU staff who learned to communicate with the paralyzed woman - and those who did not bother.The physicians whose visits left her baffled about her own case.The staff and physicians who spoke to her and others who did not recognize her presence.The nurse who tucked Sue tightly under the covers, unaware that she was soaking with perspiration.The nurse who took the time to feed her drop by drop, as she slowly learned how to swallow again.The physical therapist who could read her eyes and spurred her on to move again as if the battle were his own.In these pages, which reveal the caring, the heroism, and the insensitivity sometimes found in the health care fields, you may even meet people you know.",0849342708,9780849342707),Paperback,,304 pages,"
            Published
        April 2nd 1989
         by CRC Press

            
              (first published February 1986)
            
","['Nurses', 'Nursing', 'Nonfiction', 'Medical', 'Autobiography', 'Memoir', 'Academic', 'Read For School']"
399758,"
      The Only Astrology Book You'll Ever Need
",Joanna Martine Woolfolk,"
  4.24
","

  2,760
  ratings
","

    204
    reviews
","This classic guide to astrological history, legend, and practice is here revised and updated for a new generation of astrologers. Readers will enjoy seventy-five more years of simple, computer-accurate planetary tables that allow anyone born between 1900-2100 to pinpoint quickly their sun and moon signs, discover their ascendants, and map out the exact positions of the planets at the time of their birth. The step-by-step instructions on creating and interpreting a personal chart feature former President Bill Clinton as an example to guide and enlighten readers as they map out their unique horoscope.In addition to revealing the planets' influence on romance, health, and career, The Only Astrology Book You'll Ever Need takes a closer look at the inner life of each sign. Celebrated astrologer Joanna Martine Woolfolk offers abundant insights on the personal relationships and emotional needs that motivate an individual, on how others perceive astrological types, and on dealing with the negative aspects of signs. Readers will also welcome the inclusion of new discoveries in astronomy. Lavishly illustrated and attractively redesigned, this new edition is an indispensable sourcebook for unlocking the mysteries of the cosmos through the twenty-first century and beyond.",1568332319,9781568332314),Paperback,,445 pages,"
            Published
        October 25th 2001
         by Madison Books

            
              (first published 1982)
            
","['Esoterica', 'Astrology', 'Nonfiction', 'Reference', 'Spirituality']"
95531,"
      Superstud: Or How I Became a 24-Year-Old Virgin
",Paul Feig,"
  3.78
","

  1,545
  ratings
","

    138
    reviews
","Lost in love and don't know much? Paul Feig knew even less...Like any other red-blooded, straight young man, Paul Feig spent much of his teenage years trying to solve the mystery of women. Unlike most red-blooded, straight teenage boys, however, Paul Feig was sadly at a considerable disadvantage. He was tall and gangly. He had a love for musical theater. And, perhaps the death knell for his burgeoning sex life, Paul was a tap dance student. (And we have the pictures to prove it—see the front cover.)Infused with the same witty and infectiously readable style of his first book, Kick Me, Superstud chronicles the trials and tribulations of Feig’s young dating life with all the same excruciating detail as an on-air gastric bypass—and you just won’t be able to tear yourself away. Feig’s series of shudder-to-think but oddly familiar (come on—we’ve all been dumped by someone we didn’t even like that much) anecdotes include: his first date, at an REO Speedwagon concert with the most endowed girl in school, who leaves him sitting next to a puddle of puke; his first breakup, accomplished by moving across the country; his mortifying date with his secretly bigoted girlfriend; his discovery of a new self-love technique that almost lands him in the hospital; and his less-than-idealistic “first time,” which he nevertheless elevates to biblical proportions. In Superstud, Paul Feig tells all in a hilarious but true testament to geekdom, love, and growing up.",1400051754,9781400051755),Paperback,,304 pages,"
            Published
        June 28th 2005
         by Three Rivers Press

            
              (first published January 1st 2005)
            
","['Nonfiction', 'Autobiography', 'Memoir', 'Humor', 'Humor', 'Funny', 'Biography']"
411496,"
      Voss
",Patrick White,"
  3.77
","

  2,314
  ratings
","

    202
    reviews
","WITH AN INTRODUCTION BY ROBERT MACFARLANESet in nineteenth-century Australia, Voss is the story of the secret passion between an explorer and a naïve young woman. Although they have met only on a few occasions, Voss and Laura are joined by overwhelming, obsessive feelings for each other. Voss sets out to cross the continent, and as hardships, mutiny and betrayal whittle away his power to endure and to lead, his attachment to Laura gradually increases. Laura, waiting in Sydney, moves through the months of separation as if they were a dream and Voss the only reality.",0099324717,9780099324713),Paperback,,448 pages,"
            Published
        July 21st 1994
         by Vintage Classics

            
              (first published August 10th 1957)
            
","['Fiction', 'Cultural', 'Australia', 'Historical', 'Historical Fiction', 'Classics', 'Literature', 'Nobel Prize', 'Novels', 'Literature', '20th Century', 'Literary Fiction', 'Historical']"
526518,"
      In Youth is Pleasure & I Left My Grandfather's House
",Denton Welch,"
  4.29
","

  241
  ratings
","

    43
    reviews
","First published in 1945, ""In Youth Is Pleasure"" is a beautiful and unassuming coming-of-age novel by the English writer and painter Denton Welch (1915-1948). Painfully sensitive and sad Orville Pym is 15 years old, and this novel recounts the summer holiday after his first miserable year at public school--but as in all of Welch's work, what is most important are the details of his characters' surroundings. Welch is a Proustian writer of uncanny powers of observation who, as William S. Burroughs wrote, ""makes the reader aware of the magic that is right under his eyes."" Film director John Waters includes this novel as one of his ""Five Books You Should Read to Live a Happy Life If Something Is Basically the Matter with You,"" and writes: ""Maybe there is no better novel in the world than Denton Welch's ""In Youth Is Pleasure."" Just holding it in my hands, so precious, so beyond gay, so deliciously subversive, is enough to make illiteracy a worse social crime than hunger."" Also included in this edition is the first U.S. publication of ""I Left My Grandfather's House."" This first-person account of an idyllic walking tour in the British countryside undertaken when Welch was 18 makes a fascinating companion piece to the fictionalized, though no less autobiographical, ""In Youth Is Pleasure.""",1878972138,9781878972132),Paperback,,272 pages,"
            Published
        March 31st 2013
         by Exact Change

            
              (first published January 1st 1994)
            
","['Fiction', 'Young Adult', 'Coming Of Age', 'Literature', 'GLBT', 'Queer', 'European Literature', 'British Literature']"
888620,"
      Ominous Parallels
",Leonard Peikoff,"
  4.15
","

  583
  ratings
","

    37
    reviews
","Ayn Rand chose Leonard Peikoff to be her successor as the spokesman for Objectivism. And in this brilliantly reasoned, thought-provoking work we learn why, as he demonstrates how far America has been detoured from its original path and led down the same road that Germany followed to Nazism. Self-sacrifice, Oriental mysticism, racial ""truth,"" the public good, doing one's duty--these are among the seductive catch-phrases that Leonard Peikoff dissects, examining the kind of philosophy they symbolize, the type of thinking that lured Germany to its doom and that he says is now prevalent in the United States. Here is a frightening look at where America may be heading, a clarion call for all who are concerned about preserving our right to individual freedom.",0452011175,9780452011175),Paperback,,352 pages,"
            Published
        June 1st 1983
         by Plume

            
              (first published 1982)
            
","['Philosophy', 'History', 'Nonfiction', 'Politics']"
257110,"
      Hadji Murat
",Leo Tolstoy,"
  3.84
","

  7,551
  ratings
","

    592
    reviews
","Al igual que otras ficciones de Tolstói, esta historia surge de unos hechos reales que le fueron relatados oralmente. Si bien el propio autor no conoció en persona a Hadji Murat, personaje célebre en la guerra del Cáucaso, si que conoció a quienes le conocieron y, tal y como trasluce en sus páginas, Tolstói guarda hacia él una viva simpatía. A lo largo de varios años se documentó exhaustivamente acerca de las gentes y las costumbres de la región, habló con otras personas que participaron en el conflicto y confrontó esas fuentes con su propia experiencia, vivida en esa región entre los años 1851 y 1853, así como su propio conocimiento del alma humana. El relato confronta la visión de la vida sencilla y tradicional de los campesinos cosacos con la de la tumultuosa y variante de los soldados rusos, desplazados a la zona para asimilar una región que sobrevive a pesar del invasor.Esta obra tardía fue publicada tras la muerte del autor. Puede leerse como un auténtico estudio etnológico y sociológico por su carácter costumbrista en la exposición de la vida de los campesinos. Pero hay en ella un inequivoco sesgo político y social y una denuncia del despotismo.",8437614988,9788437614984),Paperback,,206 pages,"
            Published
        December 1st 2005
         by Ediciones Catedra

            
              (first published 1912)
            
","['Fiction', 'Classics', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Literature', 'Historical', 'Historical Fiction', 'Novels', 'War', 'Literature', '19th Century', 'Short Stories']"
452939,"
      The Deal: A Novel of Hollywood
",Peter Lefcourt,"
  3.84
","

  112
  ratings
","

    11
    reviews
","Washed-up Hollywood producer Charlie Berns has mailed in his updated obit and is about to suck his Mercedes tailpipe and fade to black when a miracle materializes: his nephew, a wannabe screenwriter from New Jersey, has scripted the life story of Queen Victoria's prime minister Benjamin Disraeli, which Charlie manages to turn into a hot property that reinstates him as a player. But as the deal heats up, a few conceptual changes morph the project into Lev Disraeli: Freedom Fighter, an action thriller with a black Jewish superstar, a Yugoslavian location, a mad Polish director, and even a real-life kidnapping. Is Charlie Berns being eaten alive by the system? Or is he giving the Hollywood hotshots a run for their money? Peter Lefcourt's hilarious satire proves the old adage that in Hollywood you're never quite as dead as people give you credit for.",0743456440,9780743456449),Paperback,,307 pages,"
            Published
        January 1st 2003
         by Washington Square Press

            
              (first published 1991)
            
","['Fiction', 'Humor', 'Media Tie In', 'Movies', 'Humor', 'Funny', 'Gay', 'Gay Fiction']"
28488,"
      Elven Star
",Margaret Weis,"
  3.98
","

  16,641
  ratings
","

    253
    reviews
","On steamy Pryan, never-ending sunlight and plentiful rain have created a jungle so vast that humans and elves dwell high in the trees and only dwarves live anywhere near the ground. From the treetops the aristocratic elves sell weapons to the other races, whose incessant warfare sends a steady steam of profits and essential resources skyward. Now, generations of dissent and race hatred will not heal -- not even under the threat of annihilation at the hands of legendary Titans. Armed with little more than their wits and prophecy, an elf, a human, and a dwarf must unite to try to save the world from destruction.",0593021754,9780593021750),Paperback,,367 pages,"
            Published
        December 1st 1990
         by Bantam Books

            
              (first published 1990)
            
","['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'High Fantasy', 'Science Fiction', 'Fantasy', 'Dragons', 'Epic', 'Novels', 'Adventure']"
2480546,"
      Crack of Doom
",Willi Heinrich,"
  3.91
","

  77
  ratings
","

    6
    reviews
",,,,Paperback,English Language Edition,320 pages,"
            Published
        May 28th 1981
         by Bantam Books

            
              (first published 1956)
            
","['Fiction', 'Historical', 'Historical Fiction', 'War', 'World War II', 'War']"
1823114,"
      Three Shadows
",Cyril Pedrosa,"
  4.05
","

  4,816
  ratings
","

    528
    reviews
","Back then, life was simple and sweet. The taste of cherries, the cool shade, the smell of the river... That was how we lived, in a vale among the hills--sheltered from storms, ignorant of the world, as though on an island, peaceful and untroubled.And then...And then everything changed. Can you ever escape your fate?Three shadows stand outside the house--and Louis and Lise know why the spectral figures are there.  The shadows have come for Louis and Lise’s son, and nothing anyone can do will stop them.  Louis cannot let his son die without trying to prevent it, so the family embarks on a journey to the ends of the earth, fleeing death. Poignant and suspenseful, Three Shadows is a haunting story of love and grief, told in moving text and sweeping black and white artwork by Cyril Pedrosa.",159643239X,9781596432390),Paperback,,268 pages,"
            Published
        April 1st 2008
         by First Second

            
              (first published 2007)
            
","['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Sequential Art', 'Bande Dessinée']"
42990,"
      Youngblood Hawke
",Herman Wouk,"
  4.03
","

  1,321
  ratings
","

    84
    reviews
","In this huge novel of nearly 600 pages (from the author of The Caine Mutiny, Marjorie Morningstar, War and Remembrance, etc)about an aspiring young author's assault on the citadel of New York publishing, Wouk's hero Youngblood Hawke launches his career with an oversized manuscript that becomes an instant success. Toasted by critics and swept along on a tide of popularity, he gives himself over to the lush life that gilds artistic success. It is a story of a young writer caught up in the glamour and intrigue of ""life at the top"" in New York, and suggests the life and career of Thomas Wolfe.The 1992 paperback was re-issued in April 2004, and became widely available again in Britain, where it had enjoyed success in the early 1960s.",0316955175,9780316955171),Paperback,,783 pages,"
            Published
        May 15th 1992
         by Back Bay Books

            
              (first published 1962)
            
","['Fiction', 'Historical', 'Historical Fiction', 'New York', 'Novels']"
50605,"
      Farewell Waltz
",Milan Kundera,"
  3.85
","

  11,355
  ratings
","

    673
    reviews
","Klima, a celebrated jazz trumpeter, receives a phone call announcing that a young nurse with whom he spent a brief night at a fertility spa is pregnant. She has decided he is the father.And so begins a comedy in which, during five madcap days, events unfold with ever-increasing speed. Klima's beautiful, jealous wife; the nurse's equally jealous boyfriend; a fanatical gynecologist; a rich American, at once Don Juan and saint; and an elderly political prisoner who, just before his emigration, is holding a farewell party at the spa, are all drawn into this black comedy, as in A Midsummer Night's Dream.As usual, Milan Kundera poses serious questions with a blasphemous lightness which makes us understand that the modern world has taken away our right to tragedy.",0571194710,9780571194711),Paperback,,288 pages,"
            Published
        August 1st 1998
         by Faber and Faber

            
              (first published 1972)
            
","['Fiction', 'European Literature', 'Czech Literature', 'Novels', 'Literature']"
1478563,"
      La Playa
",Cesare Pavese,"
  3.43
","

  381
  ratings
","

    39
    reviews
",,8432230456,9788432230455),,,,,"['European Literature', 'Italian Literature', 'Cultural', 'Italy', 'Fiction', 'Novels', 'Short Stories']"
40865,"
      Planet of Adventure
",Jack Vance,"
  4.25
","

  1,682
  ratings
","

    109
    reviews
","Stranded on the distant planet Tschai, young Adam Reith is the sole survivor of a space mission who discovers the world is inhabited--not only by warring alien cultures, but human slaves as well, taken early in Earth's history. Reith must find a way off planet to warn the Earth of Tschai's deadly existence.Against a backdrop of baroque cities and haunted wastelands, sumptuous palaces and riotous inns, Reith will encounter deadly wastrels and murderous aliens, dastardly villains and conniving scoundrels.And always the random beauty in need of rescue...",0312854889,9780312854881),Paperback,,544 pages,"
            Published
        August 15th 1993
         by Orb Books

            
              (first published 1968)
            
","['Science Fiction', 'Fiction', 'Fantasy']"
171012,"
      Love on the Lifts
",Rachel Hawthorne,"
  3.91
","

  4,937
  ratings
","

    222
    reviews
"," Winter Break super-secret perfect cocoa recipe:   8 oz steamed whole milk (no skim! doesn't work!)   2 tbsp. dark cocoa powder (big scoops)   1 tbsp. sugar (can't be too sweet)   4 dried, crushed mint leaves (or 1 tbsp. mint syrup)   Stir thoroughly. Add mint swizzle stick. Combine with cute ski instructor, or brother's cute best friend, or cute guy you never noticed was so cute...Enjoy. ",0060815361,9780060815363),Paperback,,223 pages,"
            Published
        December 13th 2005
         by HarperTeen

      ","['Young Adult', 'Romance', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Holiday', 'Christmas']"
685342,"
      The Beauty of Gods Holiness
",Thomas L. Trevethan,"
  4.60
","

  5
  ratings
","

    1
    review
",,0830816070,9780830816071),Paperback,,278 pages,"
            Published
        December 31st 1995
         by InterVarsity Press

            
              (first published May 1995)
            
",['Christian']
1223837,"
      Die Kinder Von Eden
",Ken Follett,"
  3.45
","

  10,152
  ratings
","

    458
    reviews
","Ein kleines, verschwiegenes Tal in Kalifornien. Hier lebt seit den sechziger Jahren eine Hippie-Kommune. Nun aber soll ihr Dorf einem Stausee weichen. Doch die ""Kinder von Eden"" wollen sich nicht aus ihrem Paradies vertreiben lassen und greifen in ihrer Not zu einem wahnwitzigen Plan: Sie drohen der Regierung, ein Erdbeben stattfinden zu lassen, das entsetzliche Folgen haben wird. Niemand nimmt ihre Ankündigung ernst. Nur die junge FBI-Agentin Judy Maddox , die bereits auf der Abschußliste ihrer Vorgesetzten steht, hat ihre Zweifel und versucht, die Katastrophe zu verhindern. Aber dann überschlagen sich die Ereignisse ... (Amazon.de)",3404145356,9783404145355),Paperback,,528 pages,"
            Published
        November 2001
         by Bastei Lübbe

            
              (first published 1993)
            
","['Fiction', 'Thriller', 'Mystery', 'Suspense']"
200137,"
      Ethics for the New Millennium
",Dalai Lama XIV,"
  4.17
","

  3,288
  ratings
","

    155
    reviews
","In a difficult, uncertain time, it takes a person of great courage, such as the Dalai Lama, to give us hope. Regardless of the violence and cynicism we see on television and read about in the news, there is an argument to be made for basic human goodness. The number of people who spend their lives engaged in violence and dishonesty is tiny compared to the vast majority who would wish others only well. According to the Dalai Lama, our survival has depended and will continue to depend on our basic goodness. Ethics for the New Millennium presents a moral system based on universal rather than religious principles. Its ultimate goal is happiness for every individual, irrespective of religious beliefs. Though he himself a practicing Buddhist, the Dalai Lama's teachings and the moral compass that guides him can lead each and every one of us—Muslim, Christian, Jew, Buddhist, or atheist—to a happier, more fulfilling life.His Holiness the Dalai Lama's newest book, The Wisdom of Compassion, is now available from Riverhead Books.",1573228834,9781573228831),Paperback,,237 pages,"
            Published
        May 1st 2001
         by Riverhead Books

            
              (first published January 1st 1999)
            
","['Philosophy', 'Nonfiction', 'Religion', 'Buddhism', 'Religion', 'Spirituality']"
2351970,"
      Do's and Don'ts of Yesteryear: A Treasury of Early American Folk Wisdom
",Eric Sloane,"
  3.96
","

  47
  ratings
","

    4
    reviews
","A delightful mixture of early American know-how and good old-fashioned gentility, Eric Sloane's Do's and Don'ts captures the spirit of bygone America in words and pictures. Combining two of the beloved folk historian's nostalgic how-to guides, this collection offers vintage, homespun advice that recalls ""the joy of doing things not just the old-fashioned way, but plainly the right way.""A shining historical gem, this little book of American lore recalls a more kindly, less hurried time. Lovingly gathered by ""Mr. Americana"" himself from colonial-era almanacs and diaries, hundreds of brief reflections spread time-honored wisdom on everything from curing hiccups, lighting a proper fire, and mending clothing and furniture, to predicting the weather, making soap, and getting rid of ants, bees, swallows — and boring houseguests. Sloane's evocative drawings add the perfect finishing touch.",0486455947,9780486455945),Hardcover,,144 pages,"
            Published
        February 4th 2008
         by Dover Publications

            
              (first published October 1st 1975)
            
","['History', 'Nonfiction', 'Reference']"
6981,"
      When the Heart Waits: Spiritual Direction for Life's Sacred Questions
",Sue Monk Kidd,"
  4.14
","

  2,525
  ratings
","

    249
    reviews
","I stood at the window watching the cocoon, which hung in the winter air like an upside–down question mark. That was the moment... I understood. Really understood. Crisis, change, all the myriad upheavals that blister the spirit and leave us groping– they aren't voices simply of pain but also of creativity. And if we would only listen, we might hear such times beckoning us to a season of waiting, to the place of fertile emptiness.Blending her own experiences with an intimate grasp of contemplative spirituality, Sue Monk Kidd relates the passionate and moving tale of her spiritual crisis at midlife, when life seemed to have lost meaning and how her longing for hasty escape from the pain yielded to a discipline of ""active waiting."" Comparing her experience to the formative processes inside a chrysalis on a wintry tree branch, Kidd reflects on the fact that the soul is often symbolized as a butterfly. The simple cocoon, a living parable of waiting, becomes an icon of hope for the transformation that the author sought. Kidd charts her re–ascent from the depths and offers a new understanding of the passage away from the self, which is based upon others' expectations, to the true self of God's unfolding intention. Her wise, inspiring book helps those in doubt and crisis recognize the opportunity to ""dismantle old masks and patterns and unfold a deeper, more authentic self.""",0061144894,9780061144899),Paperback,,240 pages,"
            Published
        October 11th 2016
         by HarperOne

            
              (first published January 1st 1990)
            
","['Spirituality', 'Nonfiction', 'Autobiography', 'Memoir', 'Religion', 'Religion', 'Faith']"
533762,"
      The New Answers Book 1: Over 25 Questions on Creation/Evolution and the Bible
",Ken Ham,"
  4.18
","

  703
  ratings
","

    58
    reviews
","An essential resource for any believer, The New Answers Book provides a ready defense against the attacks of evolutionary thought. An impressive list of reputable creation scientists join author Ken Ham to answer these questions scientifically, biblically, and logically. Contributors include, Bodie Hodge, Dr. Jason Lisle, Dr. Andy McIntosh, Dr. David Menton, Dr. Tommy Mitchell, Dr. Terry Mortenson, Mike Oard, Dr. Georgia Purdom, Mike Riddle, Dr. Andrew Snelling, Paul Taylor, Dr. Monty White, Dr. Clifford Wilson, and Dr. Bryant Wood. Christians of all ages face challenges to their faith from those who emphasize evolutions and millions-of-years thinking. This revolutionary resource will provide you with a ready answer! 384 Pages 6 x 9""",0890515093,9780890515099),Paperback,,378 pages,"
            Published
        February 23rd 2007
         by Master Books

            
              (first published January 1st 1990)
            
","['Christian', 'Science', 'Nonfiction', 'Religion']"
